CSheetID,Org,County,Program Name,Category,Service Area,Last Updated,Mon-Hours,Tues-Hours,Wed-Hours,Thur-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address,Addressline 2,City,Zip,website,Phone,Program Description,COVID19_Updates,Additional Information,Contact Name,Contact Email,Contact Number,Alternative Phone,Column,Column2,Column3
C0131,Guilford County Schools,Guilford,Grab-and-Go Meals - Oak Ridge Commons,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,2205 Oak Ridge Road,, Oak Ridge,27310,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0132,Guilford County Schools,Guilford,Grab-and-Go Meals - Summerfield Mobile Home Park,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,172 Turfwood Circle,, Stokesdale,27357,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0133,Guilford County Schools,Guilford,Grab-and-Go Meals - Archer Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,2610 Four Seasons Boulevard,,Greensboro,27407,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0134,Guilford County Schools,Guilford,Grab-and-Go Meals - Hairston Middle,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3911 Naco Road ,,Greensboro,27401,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0135,Guilford County Schools,Guilford,Grab-and-Go Meals - Southwest Middle,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,4368 Southwest School Road,,High Point,27265,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0136,Guilford County Schools,Guilford,Grab-and-Go Meals - Foxworth Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,1201 Thicket Lane,,Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0137,Guilford County Schools,Guilford,Grab-and-Go Meals - Laurel Oaks,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,12 Laurel Lee Terrace,,Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0138,Guilford County Schools,Guilford,Grab-and-Go Meals - Woodberry Run,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,220 Berryman Street,,Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0139,Guilford County Schools,Guilford,Grab-and-Go Meals - Hampton Homes,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,1300 Ogden Street,,Greensboro,27406,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0140,Guilford County Schools,Guilford,Grab-and-Go Meals - Pear Leaf,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,2917 W. Florida Street,,Greensboro,27407,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0141,Guilford County Schools,Guilford,Grab-and-Go Meals - Baylor Court,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3900 Baylor Court,,Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0142,Guilford County Schools,Guilford,Grab-and-Go Meals - Lakespring Court,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,4 Lakespring Court,,Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0143,Guilford County Schools,Guilford,Grab-and-Go Meals - Abbey Court,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3403 Rehobeth Church Road,,Greensboro,27406,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0144,Guilford County Schools,Guilford,Grab-and-Go Meals - Hickory Trails,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,4223 Romaine Street,,Greensboro,27407,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0145,Guilford County Schools,Guilford,Grab-and-Go Meals - Woodland Village,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3819 Overland Heights,,Greensboro,27407,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0146,Guilford County Schools,Guilford,Grab-and-Go Meals - Applewood,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3502 Old Battleground Avenue,,Greensboro,27410,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0147,Guilford County Schools,Guilford,Grab-and-Go Meals - River Birch,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,312 N. Swing Road,,Greensboro,27409,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0148,Guilford County Schools,Guilford,Grab-and-Go Meals - Silverbriar Court,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,4807 Silver Briar Court,,Greensboro,27410,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0149,Guilford County Schools,Guilford,Grab-and-Go Meals -Westview Valley Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,436 Guilford College Road,,Greensboro,27409,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0150,Guilford County Schools,Guilford,Grab-and-Go Meals - Glenhaven,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,426 Greenbriar Road,,Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0151,Guilford County Schools,Guilford,Grab-and-Go Meals - Legacy Crossing,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3900 Hahns Lane,,Greensboro,27401,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0152,Guilford County Schools,Guilford,Grab-and-Go Meals - Oakwood Forest,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,4100 N. US Highway 29,,Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0153,Guilford County Schools,Guilford,Grab-and-Go Meals - Cumberland Court Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,610 Bluford Street,,Greensboro,27401,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0154,Guilford County Schools,Guilford,Grab-and-Go Meals - Legacy Pointe Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,9 Summertree Loop,,Greensboro,27406,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0155,Guilford County Schools,Guilford,Grab-and-Go Meals - Cottage Grove Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,2209 Apache Street,,Greensboro,27401,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0156,Guilford County Schools,Guilford,Grab-and-Go Meals - Abernathy Park Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3624 Belmont Street,,Greensboro,27406,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0157,Guilford County Schools,Guilford,Grab-and-Go Meals - John Washington Road,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,7899 Womack Drive,,Brown Summit,27214,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0158,Guilford County Schools,Guilford,Grab-and-Go Meals - Rock Creek Village Mobile Home Park,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,1337 Village Road,,Whitsett,27377,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0159,Guilford County Schools,Guilford,"Grab-and-Go Meals - Woodlawn Apartments

",Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,700 Slade Street,,Gibsonville,27249,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0160,Guilford County Schools,Guilford,Grab-and-Go Meals - Amber Trace Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,2904-2914 W. Florida Street,,Greensboro,27407,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0161,Guilford County Schools,Guilford,"Grab-and-Go Meals -  Colonial Apartments

",Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,400 Burlingate Drive,,Greensboro,27407,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0162,Guilford County Schools,Guilford,Grab-and-Go Meals - Willow Run Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,300 Montrose Drive,,Greensboro,27407,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0163,Guilford County Schools,Guilford,Grab-and-Go Meals - The Morehead Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,5518 W. Market Street,,Greensboro,27409,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0164,Guilford County Schools,Guilford,Grab-and-Go Meals - Madison Woods Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,5505 Tomahawk Drive,,Greensboro,27410,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0165,Guilford County Schools,Guilford,Grab-and-Go Meals - Market Station Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,1 Aspen Drive,,Greensboro,27409,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,Wanda Barber,barberw@gscnc.com,336-370-3266,336-370-3261,,,
C0166,Greensboro Housing Authority,Guilford,Greensboro Housing Authority,Housing,Greensboro,Tue Apr 07 00:00:00 EDT 2020,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,,,450 N. Church Street,,Greensboro,27401,http://www.gha-nc.org/residents/covid-19/office-closure-information.aspx,336-275-8501,"To provide safe, quality, affordable housing to low income families, elderly, and the disabled in the Greensboro community; to maintain a secure community environment; and to encourage personal responsibility and upward mobility of residents while maintaining the fiscal integrity of the agency.","Waiting list is closed.  GHA offices will be closed to the public, effective March 30th until further notice. GHA staff is still doing business, and can be reached by phone during the hours of 10 am to 3 pm, Monday through Friday.  Contact numbers can be found here:  http://www.gha-nc.org/residents/covid-19/office-closure-information.aspx",,Tina Brown,,336-275-8501 ,,,,
C0167,Greensboro Housing Coalition,Guilford,Greensboro Housing Coalition,Housing,Greensboro,Fri Aug 14 00:00:00 EDT 2020,N/A,N/A,N/A,N/A,N/A,,,1031 Summit Avenue,Suite 1E-2,Greensboro,27405,https://www.greensborohousingcoalition.org/,336-691-9521,"Homeless prevention - free housing counseling assistance in locating affordable rental housing or housing with support services for families and individuals in crisis and the chronically homeless. We provide potential resources for other housing needs like utilities.  Forclosure prevention - free counseling for homeowners in danger of losing their home to foreclosure.  Healthy Homes - provide assistance to residents who live in homes with health and safety hazards through education, referrals, and landlord tenant advocacy. ",See website for latest updates:  www.gsohc.org,,Josie Williams,josie@gsohc.org,336-691-9521,,,,
C0168,High Point Housing Authority,Guilford,High Point Housing Authority,Housing,"High Point, Greater High Point",Tue Apr 07 00:00:00 EDT 2020,8:00am-6:00pm,8:00am-6:00pm,8:00am-6:00pm,8:00am-6:00pm,8:00am-12:00pm,,,500 E. Russell Street,,High Point,27260,https://hpha.net/,336-887-2661,"Our Mission is to provide eligible families and individuals with adequate and affordable housing, economic advancement, and homeownership opportunities — in a safe, drug-free, suitable, living environment — without discrimination. Towards this goal, we offer a variety of programs, including rental subsidies, urban development investments and affordable housing.",Still accepting applications by appointments only,,Angela McGill,amcgill@hpha.net,336-887-2661,,,,
C0169,Interactive Resource Center,Guilford,Interactive Resource Center,Housing,Guilford County-Wide,Tue Apr 21 00:00:00 EDT 2020,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,407 E. Washington Street,,Greensboro,27240,http://interactiveresourcecenter.org/,336-332-0824,"The Interactive Resource Center is Guilford County’s only day resource center for people currently facing, experiencing or coming out of homelessness. They use a whole-person approach to address all aspects of the homeless experience. This means they provide everything from fundamental services to medical and mental health care, case management and employment services. They meet their guests where they are, gather the resources they need to gain shelter and help them create a new path forward. They provide showers, hygiene supplies, laundry, replacement ID's, phone access, mailing address, on site barber shop, storage lockers, professional clothing vouchers, and white flag warming center. They offer resume and job application assistance, GED classes, interview training, and financial literacy assistance.","As of 4/15, the IRC has placed 120 people experiencing homelessness in hotels. The IRC continues to support people on the streets through on-site services at the IRC and outreach to tent encampments. Mail services are still provided for clients, including those houses in shelters. The medical clinic is operating on its regular schedule.  The cost of stay throughout the duration of any city, county or state Stay At Home order will be covered. Three meals a day are provided. Client's receive mail, medications and check ins on site daily; laundry access is also available. Each person receives a weekly health screening and has access to medical care 24/7 in the event of a health issue. Each person is being advised as to any potential stimulus funds available to them and assisted in making sure they are received. Services for families with students are being coordinated with Guilford County Schools. Behavioral and mental health supports are available in-person each day. Staff meets with each person to determine whether they are eligible for any additional programs or services, including permanent housing programs.",,Michelle Kennedy,michelle@ircgso.org,336.369.5691,,,,
C0170,Room at the Inn,Guilford,Mary Nussbaum Maternity Home,Housing,Guilford County-Wide,Wed Apr 01 00:00:00 EDT 2020,N/A,N/A,N/A,N/A,N/A,,,734 Park Avenue,,Greensboro,27405,https://www.roominn.org/,336-996-3788,"Room At The Inn, Inc. is an unique, comprehensive program helping homeless single pregnant women with or without previous children. Room at the Inn helps not only during pregnancies but also after the birth of their babies.",Residents are self isolating due to COVID-19; referrals can still be made at this time.,,Albert Hodges,roomattheinn@triad.rr.com,336-996-3788,,,,
C0171,Salvation Army of Greensboro,Guilford,Center of Hope Crisis Assistance ,Housing,Greensboro,Thu Apr 02 00:00:00 EDT 2020,N/A,N/A,N/A,N/A,N/A,,,1311 S. Eugene Street,,Greensboro,27406,https://www.salvationarmycarolinas.org/greensboro/center-of-hope/,336-235-0348,"When men, women and children have nowhere else to go, they can count on The Salvation Army Center of Hope. Each program is graduated to step clients from the point of crisis to the point of resolution. These programs include emergency shelter, rapid rehousing, and supportive services for veterans.",Due to COVID-19 the shelter has gone into self quarantine since March 16th. They are not accepting new applications for shelter until further notice,,,,,,,,
C0172,YWCA Greensboro,Guilford,Emergency Family Shelter,Housing,Guilford County-wide,Tue Apr 07 00:00:00 EDT 2020,24 hours,24 hours,24 hours,24 hours,24 hours,,,1807 E. Wendover Avenue,,Greensboro,27405,https://ywcagsonc.org/,336-333-0175,"The YWCA Greensboro Emergency Family Shelter program provides shelter, food, case management, and holistic support for families experiencing homelessness. Each family develops a plan to achieve educational goals, optimal health, financial stability, pay off debts and save money to move into permanent housing.",As of March 18th the YWCA Emergency Shelter has gone to a “shelter in place” status. This means all shelter residents will stay on the property 24/7 until further notice.  The shelter is currently full but they are accepting new individuals/families on their waitlist,,Lindy Garnett,lgarnette@ywcagsonc.org,336-273-3461,,,,
C0173,Center for New North Carolinians,Guilford ,Thriving at Three,Immigrant & Refugee,Multi-County,Mon Apr 20 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,915 W. Gate City Boulevard,Suite A,Greensboro,27403,https://cnnc.uncg.edu/thriving-at-three/,336-256-1066 /  336-334-5411,"The purpose of Thriving at Three is to assure that Latino immigrant children in Greensboro have a positive and strong foundation from birth to three. The CNNC accomplishes this goal by delivering long-term at-home services to at-risk families until the child’s third year – partnering with the parents to provide direct intervention, parenting education, group meetings, case management, referrals, and care coordination for up to the child’s third year.","As of 3-19, office is closed to the public. Providing support over the phone, zoom or FaceTime. All staff will be working remote.  Clients can use staff directory on website to call staff directly, call the main number and leave a message, or send an email to CNNC@uncg.edu.",,Krycya Flores Rojas,krycya.cnnc@uncg.edu,336.256.1066,,,,
C0174,Center for New North Carolinians,Guilford ,Immigrant Health ACCESS Project,Immigrant & Refugee,Multi-County,Fri Aug 14 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,915 W. Gate City Boulevard,Suite A,Greensboro,27403,https://cnnc.uncg.edu/immigrant-health-access-project/,336-334-9889 / 336-256-1065,The Immigrant Health Access Project (IHAP) utilizes the community health worker model to reduce these barriers and promote access to care for uninsured immigrant and refugee adults in Greater Greensboro.,"CNNC continues to provide services remotely. The main office and community centers remain closed to the public. All upcoming Interpreter ACCESS Project training dates are postponed until further notice. The Immigration Services Program is accepting (on a limited basis) new cases that can be handled remotely. To request assistance from CNNC, please use the website directory to contact a staff member directly (https://cnnc.uncg.edu/staff-directory/), call the main number and leave a message (336-334-5411), or send an email to CNNC@uncg.edu. ",,Kelsey White,kawhite7@uncg.edu,336.934.4427,,,,
C0175,Center for New North Carolinians,Guilford ,Greensboro Refugee Employment Advancement Team,Immigrant & Refugee,Multi-County,Mon Apr 20 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,915 W. Gate City Boulevard,Suite A,Greensboro,27403,https://cnnc.uncg.edu/great/,336-334-5466,"The Greensboro Refugee Employment Advancement Team – GREAT – is a collaborative effort of local refugee-serving agencies. Church World Service Greensboro (CWS), New Arrivals Institute (NAI), Montagnard Dega Association (MDA), and CNNC work together to support low-income refugees and immigrants in finding and retaining stable, family-sustaining employment.","As of 3-19, office is closed to the public. Providing support over the phone, zoom or FaceTime. All staff will be working remote.  Clients can use staff directory on website to call staff directly, call the main number and leave a message, or send an email to CNNC@uncg.edu.",,Holly Sienkiewicz,holly.cnnc@uncg.edu,(336) 334-9814,,,,
C0176,Center for New North Carolinians,Guilford ,Family Violence Prevention Services,Immigrant & Refugee,Multi-County,Mon Aug 17 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,915 W. Gate City Boulevard,Suite A,Greensboro,27403,https://cnnc.uncg.edu/family-violence-prevention-services-program/,336-334-5411,"CNNC’s Family Violence Prevention Services Program aims to address violence among refugee families of Greensboro through community collaboration, education, and capacity-building. Resettled refugees women are vulnerable to family violence, as many continue to endure trauma yet remain unaware of their legal rights and protections within the United States.","As of 3-19, office is closed to the public. Providing support over the phone, zoom or FaceTime.  Theres flexibility to meet with clients or office time if needed.  Clients can use staff directory on website to call staff directly, call the main number and leave a message, or send an email to CNNC@uncg.edu.",,Natacha Nikokeza,n_nikoke@uncg.edu,(336) 334-9814,,,,
