cluster_id_program,Program_Name,Progam,Org,sources,n_sources,M_n_sources,C_n_sources,MSheetID,Street Address.x,City.x,Zip.x,cluster_id_Org,Organization Name,Program Name,Domain Name,Service Factor,Service Type 1,Service Type 2,Phone Number,Fax Number,Website,Mon- Hours,Tues-Hours,Wed-Hours,Thurs-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address.y,City.y,Zip.y,Multiple Locations,Location Eligibility,Population Served,Brief Program Description,Age Range for Services,Specific Eligibility Criteria,Services Provided in other languages,Specify Languages,Services Offered,Duration/Length of Service,Evidence Based,Validated Screening Tools,Fees,Contact Name for Referrals,Phone Number 2,Email Address,Accepted Referral Process,Preferred Referral,Referral Form Provided,Referral Source Response Time,Practice for Following Up with Referring Organization,Current Waitlist,General Waitlist Trends,Duplication Policy,Transportation Policy,Primary Program Contact Name,Phone Number 3,Email address
89a25aa3-9fe3-4152-a2a9-b94615ef33f9,Emergency Assistance - The Salvation Army,Emergency Assistance - The Salvation Army,Department of Social Services,C0017;  M0033,2,1,1,M0033,"1311 S. Eugene Street
",Greensboro,27405.0,e7d8f57d-0fa3-4030-b6e4-859fbef0e569,Department of Social Services,Emergency Assistance - The Salvation Army,NA,NA,Housing Services,Medication Support,336-235-0368,NA,https://www.guilfordcountync.gov/our-county/human-services/social-services/family-services-and-programs,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,"1311 S. Eugene Street
",Greensboro,27405.0,NA,Guilford County-Wide,NA,"The Emergency Assistance Program addresses emergency needs, including Emergency Housing issues involving families with children (risk of homelessness within 24-48 hours), problem pregnancies, domestic violence referrals, parents that are in need of emergency welfare reform liaison assistance and acute medication needs.",NA,NA,NA,NA,"Emergency Assistance, Heating or Cooling Assistnace, Family Recruitment for Foster and Adoptive Homes, Food Stamps, Guardianship Services, Work First Family Assistance, and Medicaid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89df39c5-f19d-40d2-a6d0-ae3a3acd30ee,Family Solutions,Family Solutions,Family Solutions,M0052,1,1,0,M0052,148 Baker Road,Archdale,27263.0,b9da59ba-3848-46ba-a411-8e15a75a14d8,Family Solutions,Family Solutions,Support for Caring for Infants and Children,Parent-Child Relationship,Child and Family Mental Health Services,Adult Mental Health Services,336-899-8800,336-899-8811,https://www.famsolutions.org/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,148 Baker Road,Archdale,27263.0,NA,Multi-County,NA,"Family Solutions is a private counseling agency committed to providing great outpatient mental health services to the Triad region. Serving their community since 2001, their agency consists of thirty-two mental health professionals who are fully/associate level Licensed Professional Counselors and fully/associate level Licensed Clinical Social Workers. Their mission is community, commitment, and compassion. Family Solutions provides an array of mental health services to individuals, children, and families. Services are community and office-based, depending upon the family’s needs.",All ages,N/A,NA,NA,"Individual therapy, group therapy, and family therapy, including online counseling, early childhood mental health, Incredible Years, EMDR, in-home therapy services, school-based therapy, trauma-focused CBT, play therapy","Varies, depends on person",Yes,NA,Yes,Megan Oakes,336-899-8800,intake@famsolutions.org,Paper application Online application,NA,https://www.famsolutions.org/referral-forms,NA,NA,NA,NA,Duplication allowed,None,Chris or Anita Faulkner,336-392-1606 (Chris) 336-491-8292 (Anita),"chris@famsolutions.org
anita@famsolutions.org"
8a431811-a7a3-404d-a26d-bd3877b46100,Reading Connections,Reading Connections,Reading Connections,M0097;  C0039,2,1,1,M0097,122. Elm Street Suite 920,Greensboro,27401.0,3b7b19bb-389d-46c7-a546-2ab8a7f803e7,Reading Connections,Reading Connections,Support for a Safe Home,Household Safety/ Material Supports,Literacy Services,Education Assistance,336-230-2223,NA,https://readingconnections.org/,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,NA,NA,122. Elm Street Suite 920,Greensboro,27401.0,NA,Guilford County-Wide,NA,"Reading Connections is a nonprofit agency that provides innovative programs designed to improve literacy, language skills, educational equity, and self-esteem for adults in Guilford County, N.C.",18+,"ABE-Native speakers, ESOL non-native speakers",Yes,"English, Spanish, etc (depending on where theyre from)","Improve literacy, language skills, educational equity, and self-esteem",Atleast 1 year,N/A,Casas,Free,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,"Yes, based upon tutor availiability",No,No,Shayla Hilton,336-230-2223,shilton@readingconnections.org
8b8dd609-08f7-4d08-b17b-0a4e7079ca1f,Mustard Seed Community Health,Mustard Seed Community Health,Mustard Seed Community Health,M0160,1,1,0,M0160,238 South English St,Greensboro,27410.0,dfb4400f-7e4c-482b-9a12-f6961f1d23ad,Mustard Seed Community Health,Mustard Seed Community Health,Support for Health Care,NA,NA,NA,336-763-0814,336-763-8709,https://mustardseedclinic.org/,8:30am-5:00pm,8:30am-5:00pm,10:00am-7:00pm,8:30am-5:00pm,8:30am-5:00pm,closed,closed,238 South English St,Greensboro,27410.0,NA,Guilford County,uninsured,Primary medical home and mental health services to Cottage Grove residents/Guilford county residents who are living at 200% below the federal pverty level.,NA,NA,NA,NA,NA,NA,NA,NA,sliding fee scale/ GCCN scale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8d9f2572-db68-434d-a79a-46355ae03e4d,Guilford Family Connects,Guilford Family Connects,Department of Public Health,M0039,1,1,0,M0039,1203 Maple Street,Greensboro,27405.0,b343b89a-1575-429b-a392-46e4f841d0b5,Department of Public Health,Guilford Family Connects,NA,NA,Home Visiting Programs,NA,336-641-3085,NA,https://www.guilfordcountync.gov/our-county/human-services/health-department/home-visiting-services,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,1203 Maple Street,Greensboro,27405.0,NA,Guilford County-Wide,NA,"Guilford Family Connects offers nurse home visits to all deliveries throughout Guilford County. Nurse home visits provide support, education, and early identification and referral of health & safety concerns. Nurses with advanced knowledge and experience in public heath, perinatal nursing and lactation support will conduct post-delivery visits with follow-up as needed. Visits include a thorough physical assessment of mom and baby, psychosocial assessment of family and environment, referral and follow up of identified needs and educational counseling.",Newborn,Universal assesment of new moms after giving birth,Yes,All - Spanish Interpreter on staff and use services for other languages,"Home Visits, Baby Weight Checks, Review of Mom/Baby Health",Birth - 6 weeks,NA,NA,NA,NA,NA,ttollis@guilfordcountync.gov,Hospital rounds or phone call,NA,NA,NA,NA,NA,NA,NA,NA,Teresa Tollison,336-641-3085,ttollis@guilfordcountync.gov
8dd327d2-6067-4a0b-a097-b483ef997d99,Partnering for Healthy Parenting,Partnering for Healthy Parenting,Children's Home Society,M0018,1,1,0,M0018,4545 Premier Dr.,High Point,NA,1fd4ef81-e904-4d97-b5da-16d964286014,Children's Home Society,Partnering for Healthy Parenting,NA,NA,NA,NA,336-337-3253,NA,chsnc.org,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,4545 Premier Dr.,High Point,NA,NA,High Point,Open to all Patients Premier Pediatrics,Partnering for Healthy Parenting provides the opportunity for parent education within pediatric well-visits.,NA,NA,NA,NA,"Behavior Concerns, Developmental Concerns, Provide Resources, Social Inclusion",NA,NA,No,NA,NA,NA,NA,"Call, Email, Ask during Peds Visit",Email; Call (Must leave Voicemail),NA,NA,NA,N,NA,NA,NA,Candace Burge,NA,NA
8e4beaa3-600e-495c-9ad8-b8ed408753b7,Cone Health Behavioral Health - Adolescent Intensive Outpatient Program,Cone Health Behavioral Health - Adolescent Intensive Outpatient Program,Cone Health Behavioral Health,M0022;  C0196,2,1,1,M0022,"510 N. Elam Avenue, Suite 301",Greensboro,27403.0,d91bbf84-85ee-4b62-bef0-c20fa0a9efb4,Cone Health Behavioral Health,Cone Health Behavioral Health - Adolescent Intensive Outpatient Program,NA,Substance Abuse,Substance Use Services,Child and Family Mental Health Services,336-832-9800,NA,https://www.conehealth.com/services/behavioral-health/outpatient-behavioral-health-care/,3:30pm-6:30pm,NA,3:30pm-6:30pm,3:30pm-6:30pm,NA,NA,NA,"510 N. Elam Avenue, Suite 301",Greensboro,27403.0,NA,NA,NA,"The Adolescent Intensive Outpatient Program is an evidence-based substance abuse program designed to meet the unique mental health needs of at-risk adolescents with substance abuse or co-occurring disorders. The goal of the program is to reduce psychiatric symptomatology for adolescents ages 13-17 years old and to improve the young person’s ability to function successfully at home, at school and in the community.",Children ages 13-17,Children struggling with substance use or co-occuring disorders,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debra Milikan,NA,debra.milikan@conehealth.com
8e9aee76-95b0-4332-b79e-7359f3a9c281,Adolescent Parenting Program,Adolescent Parenting Program,YWCA High Point,M0130;  C0050,2,1,1,M0130,155 W. Westwood Avenue,High Point,27262.0,59cb0996-4174-429a-81fe-06df98a5e325,YWCA High Point,Adolescent Parenting Program,NA,NA,Home Visiting Programs,Case Management,336-882-4126,NA,https://ywcahp.com/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,155 W. Westwood Avenue,High Point,27262.0,NA,"High Point, Greater High Point",NA,Adolescent Parenting Program (APP) is modeled after the state guidelines and provides services that lead to personal self-sufficiency and economic self-support for pregnant and parenting adolescents.,Any age,"First time mom,  must be a student in Guilford County Schools or College (in Guilford County)",Yes,English and Spanish,"Offered case management, transportation to appointments, school or doctors. Health and Wellness education. Life and parenting skills, diapers and car seats",as long as mom is in school,NA,NA,NA,Angelica Mickel,336-882-4126,amickl2@ywcahp.com,"Intake by phone, email, or walk in",NA,NA,NA,NA,NA,NA,NA,NA,Michelle Morrison,336-882-4126,mmorrison@ywcahp.com
8f5e544d-506e-47e6-bf89-6cf66df11d28,Intensive In Home Services,Intensive In Home Services,Youth Unlimited,M0141,1,1,0,M0141,338 Burton Ave,High Point,27262.0,6ac1e385-4398-4d60-8b06-7323dca79d98,Youth Unlimited,Intensive In Home Services,NA,NA,NA,NA,336-883-1361,NA,https://youthunlimited.cc/?page_id=1687,NA,NA,NA,NA,NA,NA,NA,338 Burton Ave,High Point,27262.0,NA,NA,NA,"Intensive In-Home Services are clinically oriented, short-term therapy services provided to the child and family in their home. The Intensive In-Home Services team works to stabilize the home environment, promote reunification of the family, or prevent out-of-home placement. We use a team approach to meet the identified needs of each child and his or her family. The team has three members who are available to children and their families 24 hours a day, 7 days a week. Most of the contact with clients occurs in familiar surroundings such as the family’s home or within the community or school.",Birth-18,NA,NA,NA,In house therapy sessions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bobby Lindsay,336-861-9243,NA
91d8b086-7aaa-4398-8158-fdc186ee7172,Glen Haven Community Center,Glen Haven Community Center,UNCG Center for New North Carolinians,M0009,1,1,0,M0009,NA,NA,NA,4a90020e-a7cb-4d14-8871-317a0bcf2d72,UNCG Center for New North Carolinians,Glen Haven Community Center,NA,NA,NA,NA,336-334-5466,336-334-5414,https://cnnc.uncg.edu/community-centers/,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,Greensboro,NA,"The CNNC Community Centers Program facilitate the integration of immigrants and refugees into the community with equity and a sense of justice through a focus on: education, health, employment, cultural brokering, referral, and advocacy.",All ages,Residents of neighborhood and the surrounding community,Yes,NA,"ESOL classes, employment readiness sessions, American cultural and social education, after-school tutoring for K-12 students, social enrichment activities (field trips and summer programming) for youth, child care for toddlers, health and safety classes, weekly visits by Congregational Nurses",Varies,No,No,No,Natacha Nikokeza,336-334-5466,n_nikoke@uncg.edu,Paper application - fax,Paper application - fax,https://cnnc.uncg.edu/wp-content/uploads/2018/07/Community-Centers-Referral-Form-1.doc,NA,NA,NA,NA,NA,NA,Natacha Nikokeza,336-334-5466,n_nikoke@uncg.edu
981a53f0-be3e-4103-aa8f-2490fcd4c70b,Partnership Villiage,Partnership Villiage,Partnership Village,M0163,1,1,0,M0163,135 Greenbriar Rd.,Greensboro,27405.0,582accde-d184-4ccf-b250-16df43eab5ea,Partnership Village,Partnership Villiage,Support for a Safe Home,NA,NA,NA,336-286-6401,NA,https://greensborourbanministry.org/services/housing-assistance/partnership-village/,NA,NA,NA,NA,NA,NA,NA,135 Greenbriar Rd.,Greensboro,27405.0,NO,NA,NA,Case management and other services to help their residents work toward independence and self sufficiency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
991f3e15-a864-499a-8194-3699e1c772c2,Caring Services Inc,Caring Services Inc,Caring Services Inc,M0179,1,1,0,M0179,102 Chestnut Dr,High Point,27262.0,430d1929-b6a7-4dce-a0a5-f2bb5895bf6d,Caring Services Inc,Caring Services Inc,NA,NA,NA,NA,336-886-5594,NA,http://www.caringservices.org/,NA,NA,NA,NA,NA,NA,NA,102 Chestnut Dr,High Point,27262.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99ae2fb3-6b79-4eb0-929f-777440c9b2be,HealthySteps,HealthySteps,Children's Home Society,M0017,1,1,0,M0017,604 Meadow St.,Greensboro,27405.0,1fd4ef81-e904-4d97-b5da-16d964286014,Children's Home Society,HealthySteps,NA,NA,NA,NA,NA,NA,NA,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,604 Meadow St.,Greensboro,27405.0,NA,Guilford County,NA,Healthy Steps is a program to ensure babies and toddlers recieve nurturing parenting and have healthy development. Specialist meet with parents of children birth to age 3 at children's well-child visits in pediatric offices in Guilford-County.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99d72ef2-387c-4534-8d5d-18f47be6d574,Healthy Start,Healthy Start,Family Services of the Piedmont,M0050,1,1,0,M0050,315 E. Washington St.,Greensboro,27401.0,c9cfcde9-2e2f-409c-9c7d-92d32fafebdb,Family Services of the Piedmont,Healthy Start,NA,NA,Home Visiting Programs,Case Management,336-387-6161,NA,www.safeandhealthyfamilies.com,NA,NA,NA,NA,NA,NA,NA,315 E. Washington St.,Greensboro,27401.0,NA,County-Wide,Pregnant women and new parents with child 0-18 months (can enroll mom while pregnant),Healthy Steps is a program to ensure babies and toddlers recieve nurturing parenting and have healthy development. Specialist meet with parents of children birth to age 3 at children's well-child visits in pediatric offices in Guilford-County.,Birth-5,Pregnant women and new parents with child 0-18 months (can enroll mom while pregnant),Yes,English and Spanish,Case Management Services: Provide weekly home visits and linkage to services,birth to five months,NA,"ASQs, whodas,",NA,Kristy Shoffner,336-387-6161,kristy.shoffner@fspcares.org,"Fax, email, call",Email,NA,NA,NA,Y in GSO; 30 days,NA,NA,NA,Kristy Shoffner,NA,kristy.shoffner@fspcares.org
9a238742-baa6-4e3b-a543-27ae150a0c29,Greensboro Housing Authority,Greensboro Housing Authority,Greensboro Housing Authority,C0166;  M0054,2,1,1,M0054,450 N. Church Street,Greensboro,27401.0,4fb5e70f-e5d8-4543-8b40-53cc8d479ce5,Greensboro Housing Authority,Greensboro Housing Authority,NA,NA,Housing Services,NA,336-275-8501,NA,http://www.gha-nc.org/residents/covid-19/office-closure-information.aspx,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,NA,NA,450 N. Church Street,Greensboro,27401.0,NA,Greensboro,NA,"To provide safe, quality, affordable housing to low income families, elderly, and the disabled in the Greensboro community; to maintain a secure community environment; and to encourage personal responsibility and upward mobility of residents while maintaining the fiscal integrity of the agency.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tina Brown,336-275-8501,NA
9afc992a-9bc1-4536-89fe-3913b1bc9021,High Point Center for Child Wellness,High Point Center for Child Wellness,Family Services of the Piedmont,C0021;  M0047,2,1,1,M0047,308 Boulevard Street,HIgh Point,27262.0,c9cfcde9-2e2f-409c-9c7d-92d32fafebdb,Family Services of the Piedmont,High Point Center for Child Wellness,NA,NA,Child and Family Mental Health Services,NA,336-801-1171,NA,https://www.fspcares.org/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,308 Boulevard Street,HIgh Point,27262.0,NA,Guilford County-Wide,NA,"The High Point Center for Child Wellness offers comprehensive psychiatric care for children and families who have no health insurance coverage or are on Medicaid. Services include psychiatric assessments, medication management, therapeutic service and case management for children up to age 16.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shenika Sharpe,336-801-1171,shenika.sharpe@fspcares.org
9bf0bbf3-7373-4c65-9ed6-cbe99f49dfec,Cooperative Extension,Cooperative Extension,NC A&T Cooperative Extension,M0180,1,1,0,M0180,1601 E. Market Street,Greensboro,27411.0,25f096ce-e7aa-4b0e-adc6-7717a90fa6a8,NC A&T Cooperative Extension,Cooperative Extension,NA,NA,NA,NA,336-334-7500,NA,https://www.ncat.edu/caes/cooperative-extension/,NA,NA,NA,NA,NA,NA,NA,1601 E. Market Street,Greensboro,27411.0,NA,NA,NA,the educational outreach arm of the nation’s land-grant universities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a0dd9a01-1dc4-45f2-925c-4e47b4fc3370,Mobile Crisis,Mobile Crisis,Therapeutic Alternatives,M0117;  C0218,2,1,1,M0117,4270 Heath Dairy Road,Randleman,27317.0,3388242f-7909-4f8a-b789-37db394bd52c,Therapeutic Alternatives,Mobile Crisis,Support for a Safe Home,History of Parenting Difficulties,Adult Mental Health Services,NA,1-877-626-1772,NA,https://www.mytahome.com/mobile-crisis,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,4270 Heath Dairy Road,Randleman,27317.0,NA,Multi-County,NA,"Mobile Crisis Management provides immediate crisis response 24/7. Services include: telephone assessments, face-to-face evaluation when needed, educational services for crisis prevention, evaluations for safety, access to crisis stabilization interventions for mental health and/or substance abuse services, development of a crisis plan for current and future use, assistance with hospitalizations, and integrated crisis response and crisis prevention activities with linkage to ongoing services if needed.",18+,N/A,NA,NA,"Telephone assessments, face-to-face evaluation when needed, educational services for crisis prevention, evaluations for safety, access to crisis stabilization interventions for mental health and/or substance abuse services, development of a crisis plan for current and future use, assistance with hospitalizations, and integrated crisis response and crisis prevention activities",NA,NA,NA,NA,Intake,1-877-626-1772,bruce@mytahome.com,Phone,Phone,NA,NA,NA,NA,NA,Yes,NA,Bruce Womble,336-633-8713,bruce@mytahome.com
a32b9dd0-2371-4970-adac-c470444af5d7,Greensboro Public Libraries,Greensboro Public Libraries,Greensboro Public Libraries,M0056;  C0024,2,1,1,M0056,219 N. Church Street,Greensboro,27401.0,8cce8042-28b7-42ff-b068-91296c0d30b6,Greensboro Public Libraries,Greensboro Public Libraries,Support for a Safe Home,Household Safety/ Material Supports,Literacy Services,NA,336-335-5430,NA,https://library.greensboro-nc.gov/about-us/covid-19-updates,9:00am-9:00pm,9:00am-9:00pm,9:00am-9:00pm,9:00am-9:00pm,9:00am-9:00pm,9:00am-6:00pm,2:00pm-6:00pm,219 N. Church Street,Greensboro,27401.0,NA,Guilford County-Wide,NA,"In partnership with the community, the Greensboro Public Library strives to provide free and equal access to information, foster lifelong learning, and inspire the joys of reading.",All ages,"Must be a resident of Guilford county or apart of adjacent counties, must have a permanent residence. (Those living in shelters may only get a computer card, not a card to check out books.)",Yes,"English, Spanish",Access to information/reading,2-3 years (library card may be deactivated if not used),N/A,N/A,Free,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,Brigitte Blanton,336-373-2717,bridgitte.blanton@greensboro-nc.gov
a336de40-1a87-42de-b71a-ea167a703117,Mended Hearts Counseling,Mended Hearts Counseling,Mended Hearts Counseling,M0083;  C0206,2,1,1,M0083,701 W. Main Street Suite C,Jamestown,27282.0,11875307-e676-453c-ad64-da22fbd564ed,Mended Hearts Counseling,Mended Hearts Counseling,NA,NA,Postpartum Mental Health Services,Adult Mental Health Services,336-609-7383,NA,http://www.mendedheartscounseling.com/,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,NA,NA,701 W. Main Street Suite C,Jamestown,27282.0,NA,Multi-County,NA,Mended Hearts Counseling provides comprehensive counseling & therapy services in the Piedmont Triad area for women who are experiencing a range of mental health and emotional concerns. They specialize in providing counseling and support to new and expectant mothers and their families.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enjonae Anderson,336-609-7383,info@mhcrs.com
a44a2c05-3a91-4326-be70-91213249813d,Womens Resource Center of Greensboro,Womens Resource Center of Greensboro,Womens Resource Center of Greensboro,M0123;  C0046,2,1,1,M0123,628 Summit Avenue,Greensboro,27405.0,00e32b9f-586b-41db-bced-844aa68755e5,Womens Resource Center of Greensboro,Womens Resource Center of Greensboro,NA,NA,NA,NA,336-275-6090,NA,https://www.womenscentergso.org/,9am-4pm,9am-4pm,9am-4pm,9am-4pm,Virtual Appointments Available,NA,NA,628 Summit Avenue,Greensboro,27405.0,NA,Guilford County-Wide,NA,"The mission of the Women's Resource Center is to promote the self-reliance of women by assessing needs, providing services and acting as a gateway to community resources. WRC provides help with empowerment through workshops and access to legal resources, job strategies, and  community resource counseling.",18 and older,N/A,no,English,"Resource Cousneling, Women to Work, Workshops for Women (legal issues, health, and more)",N/A,N/A,N/A,Free,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,Ashley Brooks,336-275-6090 x220,ashley@womenscentergso.org
a513565f-b371-4ee8-802c-ef64f95532da,Legal Aid of NC,Legal Aid of NC,Legal Aid of NC,M0081;  C0189,2,1,1,M0081,122 N. Elm Street,Greensboro,27401.0,14c84c63-52ab-4613-b6ca-67f826671922,Legal Aid of NC,Legal Aid of NC,NA,NA,Legal Services,NA,336-272-0148,NA,https://www.legalaidnc.org/,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,NA,NA,122 N. Elm Street,Greensboro,27401.0,NA,Multi-County,NA,"​Legal Aid of North Carolina is a statewide, nonprofit law firm that provides free legal services in civil matters to low-income people in order to ensure equal access to justice and to remove legal barriers to economic opportunity.",NA,NA,NA,NA,"Employment, Family Law, Goverment Benefits, Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,http://ww2.legalaidnc.org/a2j6/a2j-viewer/viewer/apply.html#!view/pages/page/1-Introduction,NA,NA,NA,NA,NA,NA,NA,NA,NA
a5146bf0-d9ca-4393-bbbb-d6e9e4b565dc,Food Pantry,Food Pantry,Macedonia Family Resource Center,C0070;  M0082,2,1,1,M0082,401 Lake Avenue,High Point,27260.0,d00a0faa-a5e5-4426-97cf-45b3f4ce57e0,Macedonia Family Resource Center,Food Pantry,NA,NA,Food/Nutrition Assistance,NA,336-883-0300,NA,https://www.macedoniacenter.org/,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,NA,NA,401 Lake Avenue,High Point,27260.0,NA,"High Point, Greater High Point",NA,"The mission of Macedonia Family Resource Center is to empower all people by enriching their spiritual, social, and family lives in God’s love. They do this by identifying the needs of the Macedonia Community, designing programs and implementing them to provide emergency services and educational tools to better the future of the people in need.",NA,NA,NA,NA,"Community Garden, Computer Training, GED Preparation Classes, Technology Access Point, Community Dinner, Medicine Program,Bible Study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angela James,336-883-0300,macedoniafrc@gmail.com
a577ca35-fb0b-429f-adfc-9f4bfbb5eb3d,Furniture Program,Furniture Program,Barnabas Network,M0151,1,1,0,M0151,838 Winston Street,Greensboro,27405.0,38680d2a-0a2b-4c6d-94fe-4fa0cfa6cde5,Barnabas Network,Furniture Program,NA,NA,NA,NA,336-370-4002,336-370-4002,https://www.thebarnabasnetwork.org/receive-furniture,8am-2pm,8am-2pm,8am-2pm,8am-2pm,8am-2pm,NA,NA,838 Winston Street,Greensboro,27405.0,NA,NA,NA,"The Barnabas Network functions as a furniture bank, gathering new and gently used furniture from around the community to give to qualified families and individuals on the path to self-sufficiency. Our clients are transitioning out of homelessness, recovering from a major setback, fleeing abuse or violence, or overcoming severe poverty. Clients are referred to Barnabas from one of 150 referring agencies.",NA,Must be referred by partner agency after securing housing,NA,NA,Lightly used furniture to furnish home,NA,NA,NA,35 dollar fee to refer and 75 delivery fee if the family does not have thier own truck,Jennifer Baker-Graham,NA,jbakergraham@TheBarnabasNetwork.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jennifer Baker-Graham,NA,jbakergraham@TheBarnabasNetwork.org
a87a199b-7080-4859-9085-141246a26705,Greensboro Transit Agency,Greensboro Transit Agency,Greensboro Transit Agency,M0057;  C0233,2,1,1,M0057,300 W. Washington Street,Greensboro,27401.0,967bdc6f-dcd4-46f2-8f1d-1a04d73c4e4e,Greensboro Transit Agency,Greensboro Transit Agency,NA,NA,Transportation Services,NA,336-373-2489,NA,https://www.greensboro-nc.gov/departments/transportation/gdot-divisions/greensboro-transit-agency-public-transportation-division,N/A,N/A,N/A,N/A,N/A,NA,NA,300 W. Washington Street,Greensboro,27401.0,NA,Guilford County-Wide,NA,GTA provids quality public transportation services to Greensboro residents and visitors,All ages,N/A,NA,NA,"Jobs, Serivices Dictionart, Storm Recovery Resources",N/A,NA,NA,Regular One day Pass: $1.50 Discount One-Ride Pass:$0.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,yes,Wendy Evans,336-373-2732,NA
a96c00f4-66a1-44f4-bb9a-384e85ed109e,Legacy Crossing Community Center,Legacy Crossing Community Center,UNCG Center for New North Carolinians,M0010,1,1,0,M0010,NA,NA,NA,4a90020e-a7cb-4d14-8871-317a0bcf2d72,UNCG Center for New North Carolinians,Legacy Crossing Community Center,NA,NA,NA,NA,336-334-5466,336-334-5415,https://cnnc.uncg.edu/community-centers/,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,Greensboro,NA,"The CNNC Community Centers Program facilitate the integration of immigrants and refugees into the community with equity and a sense of justice through a focus on: education, health, employment, cultural brokering, referral, and advocacy.",All ages,Residents of neighborhood and the surrounding community,Yes,NA,"ESOL classes, employment readiness sessions, American cultural and social education, after-school tutoring for K-12 students, social enrichment activities (field trips and summer programming) for youth, child care for toddlers, health and safety classes, weekly visits by Congregational Nurses",Varies,No,No,No,Natacha Nikokeza,336-334-5466,n_nikoke@uncg.edu,Paper application - fax,Paper application - fax,https://cnnc.uncg.edu/wp-content/uploads/2018/07/Community-Centers-Referral-Form-1.doc,NA,NA,NA,NA,NA,NA,Natacha Nikokeza,336-334-5466,n_nikoke@uncg.edu
